rank,expanded_case_id,dataset,question_id,method,method_label,figure_path,image_name,image_path,prompt,ground_truth,prediction,layer2_raw_selected_patch_count,layer2_unique_patch_count,layer6_raw_selected_patch_count,layer6_unique_patch_count,layer15_raw_selected_patch_count,layer15_unique_patch_count,visualization_note
86,GQA_06122733,gqa,06122733,sparse,SparseVLM-Original-64,outputs/stage7/figures/0086_GQA_06122733_sparse_sparsevlm_style.png,2395059.jpg,data/kaggle_datasets/GQA/images/2395059.jpg,What device is in the drawer?,keyboard,Laptop,66,66,25,25,13,13,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
86,GQA_06122733,gqa,06122733,ours,Ours-64,outputs/stage7/figures/0086_GQA_06122733_ours_sparsevlm_style.png,2395059.jpg,data/kaggle_datasets/GQA/images/2395059.jpg,What device is in the drawer?,keyboard,Keyboard,66,66,25,25,15,15,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
86,GQA_06122733,gqa,06122733,threshold,Threshold-Fixed-64,outputs/stage7/figures/0086_GQA_06122733_threshold_sparsevlm_style.png,2395059.jpg,data/kaggle_datasets/GQA/images/2395059.jpg,What device is in the drawer?,keyboard,Computer,66,66,27,27,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
95,GQA_02309173,gqa,02309173,sparse,SparseVLM-Original-64,outputs/stage7/figures/0095_GQA_02309173_sparse_sparsevlm_style.png,2336064.jpg,data/kaggle_datasets/GQA/images/2336064.jpg,"On which side of the photo is the screen, the right or the left?",left,Right,66,66,28,28,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
95,GQA_02309173,gqa,02309173,ours,Ours-64,outputs/stage7/figures/0095_GQA_02309173_ours_sparsevlm_style.png,2336064.jpg,data/kaggle_datasets/GQA/images/2336064.jpg,"On which side of the photo is the screen, the right or the left?",left,Left,66,66,28,28,15,15,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
95,GQA_02309173,gqa,02309173,threshold,Threshold-Fixed-64,outputs/stage7/figures/0095_GQA_02309173_threshold_sparsevlm_style.png,2336064.jpg,data/kaggle_datasets/GQA/images/2336064.jpg,"On which side of the photo is the screen, the right or the left?",left,Right,66,66,29,29,17,17,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
98,GQA_04354321,gqa,04354321,sparse,SparseVLM-Original-64,outputs/stage7/figures/0098_GQA_04354321_sparse_sparsevlm_style.png,2396447.jpg,data/kaggle_datasets/GQA/images/2396447.jpg,Does the plate to the left of the bowl look white and small?,yes,No,66,66,26,26,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
98,GQA_04354321,gqa,04354321,ours,Ours-64,outputs/stage7/figures/0098_GQA_04354321_ours_sparsevlm_style.png,2396447.jpg,data/kaggle_datasets/GQA/images/2396447.jpg,Does the plate to the left of the bowl look white and small?,yes,Yes,66,66,26,26,14,14,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
98,GQA_04354321,gqa,04354321,threshold,Threshold-Fixed-64,outputs/stage7/figures/0098_GQA_04354321_threshold_sparsevlm_style.png,2396447.jpg,data/kaggle_datasets/GQA/images/2396447.jpg,Does the plate to the left of the bowl look white and small?,yes,No,66,66,29,29,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
99,GQA_19321644,gqa,19321644,sparse,SparseVLM-Original-64,outputs/stage7/figures/0099_GQA_19321644_sparse_sparsevlm_style.png,2340236.jpg,data/kaggle_datasets/GQA/images/2340236.jpg,What color is the mat?,green,Black,66,66,27,27,15,15,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
99,GQA_19321644,gqa,19321644,ours,Ours-64,outputs/stage7/figures/0099_GQA_19321644_ours_sparsevlm_style.png,2340236.jpg,data/kaggle_datasets/GQA/images/2340236.jpg,What color is the mat?,green,Green,66,66,26,26,15,15,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
99,GQA_19321644,gqa,19321644,threshold,Threshold-Fixed-64,outputs/stage7/figures/0099_GQA_19321644_threshold_sparsevlm_style.png,2340236.jpg,data/kaggle_datasets/GQA/images/2340236.jpg,What color is the mat?,green,Black,66,66,28,28,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
107,GQA_13711591,gqa,13711591,sparse,SparseVLM-Original-64,outputs/stage7/figures/0107_GQA_13711591_sparse_sparsevlm_style.png,2375467.jpg,data/kaggle_datasets/GQA/images/2375467.jpg,How is the vehicle that is the same color as the sign on the pole called?,truck,Car,66,66,23,23,13,13,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
107,GQA_13711591,gqa,13711591,ours,Ours-64,outputs/stage7/figures/0107_GQA_13711591_ours_sparsevlm_style.png,2375467.jpg,data/kaggle_datasets/GQA/images/2375467.jpg,How is the vehicle that is the same color as the sign on the pole called?,truck,Truck,66,66,27,27,14,14,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
107,GQA_13711591,gqa,13711591,threshold,Threshold-Fixed-64,outputs/stage7/figures/0107_GQA_13711591_threshold_sparsevlm_style.png,2375467.jpg,data/kaggle_datasets/GQA/images/2375467.jpg,How is the vehicle that is the same color as the sign on the pole called?,truck,Car,66,66,27,27,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
112,GQA_19459620,gqa,19459620,sparse,SparseVLM-Original-64,outputs/stage7/figures/0112_GQA_19459620_sparse_sparsevlm_style.png,61584.jpg,data/kaggle_datasets/GQA/images/61584.jpg,Is the car to the right or to the left of the people?,left,Right,66,66,24,24,11,11,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
112,GQA_19459620,gqa,19459620,ours,Ours-64,outputs/stage7/figures/0112_GQA_19459620_ours_sparsevlm_style.png,61584.jpg,data/kaggle_datasets/GQA/images/61584.jpg,Is the car to the right or to the left of the people?,left,Left,66,66,25,25,15,15,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
112,GQA_19459620,gqa,19459620,threshold,Threshold-Fixed-64,outputs/stage7/figures/0112_GQA_19459620_threshold_sparsevlm_style.png,61584.jpg,data/kaggle_datasets/GQA/images/61584.jpg,Is the car to the right or to the left of the people?,left,Right,66,66,24,24,13,13,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
115,GQA_10926906,gqa,10926906,sparse,SparseVLM-Original-64,outputs/stage7/figures/0115_GQA_10926906_sparse_sparsevlm_style.png,2365501.jpg,data/kaggle_datasets/GQA/images/2365501.jpg,What type of fruit is to the right of the orange?,strawberry,Watermelon,66,66,26,26,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
115,GQA_10926906,gqa,10926906,ours,Ours-64,outputs/stage7/figures/0115_GQA_10926906_ours_sparsevlm_style.png,2365501.jpg,data/kaggle_datasets/GQA/images/2365501.jpg,What type of fruit is to the right of the orange?,strawberry,Strawberry,66,66,27,27,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
115,GQA_10926906,gqa,10926906,threshold,Threshold-Fixed-64,outputs/stage7/figures/0115_GQA_10926906_threshold_sparsevlm_style.png,2365501.jpg,data/kaggle_datasets/GQA/images/2365501.jpg,What type of fruit is to the right of the orange?,strawberry,Melon,66,66,26,26,15,15,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
126,GQA_08235774,gqa,08235774,sparse,SparseVLM-Original-64,outputs/stage7/figures/0126_GQA_08235774_sparse_sparsevlm_style.png,2413608.jpg,data/kaggle_datasets/GQA/images/2413608.jpg,What is on the wall?,television,Fireplace,66,66,24,24,14,14,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
126,GQA_08235774,gqa,08235774,ours,Ours-64,outputs/stage7/figures/0126_GQA_08235774_ours_sparsevlm_style.png,2413608.jpg,data/kaggle_datasets/GQA/images/2413608.jpg,What is on the wall?,television,Television,66,66,24,24,15,15,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
126,GQA_08235774,gqa,08235774,threshold,Threshold-Fixed-64,outputs/stage7/figures/0126_GQA_08235774_threshold_sparsevlm_style.png,2413608.jpg,data/kaggle_datasets/GQA/images/2413608.jpg,What is on the wall?,television,Fireplace,66,66,24,24,13,13,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
132,GQA_07477538,gqa,07477538,sparse,SparseVLM-Original-64,outputs/stage7/figures/0132_GQA_07477538_sparse_sparsevlm_style.png,2415946.jpg,data/kaggle_datasets/GQA/images/2415946.jpg,Are there men to the right of the player in the center of the picture?,yes,No,66,66,28,28,17,17,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
132,GQA_07477538,gqa,07477538,ours,Ours-64,outputs/stage7/figures/0132_GQA_07477538_ours_sparsevlm_style.png,2415946.jpg,data/kaggle_datasets/GQA/images/2415946.jpg,Are there men to the right of the player in the center of the picture?,yes,Yes,66,66,27,27,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
132,GQA_07477538,gqa,07477538,threshold,Threshold-Fixed-64,outputs/stage7/figures/0132_GQA_07477538_threshold_sparsevlm_style.png,2415946.jpg,data/kaggle_datasets/GQA/images/2415946.jpg,Are there men to the right of the player in the center of the picture?,yes,Yes,66,66,29,29,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
136,GQA_09836438,gqa,09836438,sparse,SparseVLM-Original-64,outputs/stage7/figures/0136_GQA_09836438_sparse_sparsevlm_style.png,2401166.jpg,data/kaggle_datasets/GQA/images/2401166.jpg,What is the man doing?,eating,Drinking,66,66,24,24,13,13,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
136,GQA_09836438,gqa,09836438,ours,Ours-64,outputs/stage7/figures/0136_GQA_09836438_ours_sparsevlm_style.png,2401166.jpg,data/kaggle_datasets/GQA/images/2401166.jpg,What is the man doing?,eating,Eating,66,66,23,23,13,13,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
136,GQA_09836438,gqa,09836438,threshold,Threshold-Fixed-64,outputs/stage7/figures/0136_GQA_09836438_threshold_sparsevlm_style.png,2401166.jpg,data/kaggle_datasets/GQA/images/2401166.jpg,What is the man doing?,eating,Eating,66,66,22,22,12,12,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
137,GQA_171054014,gqa,171054014,sparse,SparseVLM-Original-64,outputs/stage7/figures/0137_GQA_171054014_sparse_sparsevlm_style.png,713692.jpg,data/kaggle_datasets/GQA/images/713692.jpg,Are there toys on the floor?,yes,No,66,66,25,25,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
137,GQA_171054014,gqa,171054014,ours,Ours-64,outputs/stage7/figures/0137_GQA_171054014_ours_sparsevlm_style.png,713692.jpg,data/kaggle_datasets/GQA/images/713692.jpg,Are there toys on the floor?,yes,Yes,66,66,23,23,15,15,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
137,GQA_171054014,gqa,171054014,threshold,Threshold-Fixed-64,outputs/stage7/figures/0137_GQA_171054014_threshold_sparsevlm_style.png,713692.jpg,data/kaggle_datasets/GQA/images/713692.jpg,Are there toys on the floor?,yes,Yes,66,66,26,26,14,14,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
143,GQA_07383471,gqa,07383471,sparse,SparseVLM-Original-64,outputs/stage7/figures/0143_GQA_07383471_sparse_sparsevlm_style.png,2342945.jpg,data/kaggle_datasets/GQA/images/2342945.jpg,Does the device that is not turned-off look black?,yes,No,66,66,25,25,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
143,GQA_07383471,gqa,07383471,ours,Ours-64,outputs/stage7/figures/0143_GQA_07383471_ours_sparsevlm_style.png,2342945.jpg,data/kaggle_datasets/GQA/images/2342945.jpg,Does the device that is not turned-off look black?,yes,Yes,66,66,24,24,13,13,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
143,GQA_07383471,gqa,07383471,threshold,Threshold-Fixed-64,outputs/stage7/figures/0143_GQA_07383471_threshold_sparsevlm_style.png,2342945.jpg,data/kaggle_datasets/GQA/images/2342945.jpg,Does the device that is not turned-off look black?,yes,Yes,66,66,25,25,15,15,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
148,GQA_11546593,gqa,11546593,sparse,SparseVLM-Original-64,outputs/stage7/figures/0148_GQA_11546593_sparse_sparsevlm_style.png,2380112.jpg,data/kaggle_datasets/GQA/images/2380112.jpg,Is the person to the right of the people wearing a helmet?,yes,No,66,66,25,25,13,13,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
148,GQA_11546593,gqa,11546593,ours,Ours-64,outputs/stage7/figures/0148_GQA_11546593_ours_sparsevlm_style.png,2380112.jpg,data/kaggle_datasets/GQA/images/2380112.jpg,Is the person to the right of the people wearing a helmet?,yes,Yes,66,66,24,24,15,15,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
148,GQA_11546593,gqa,11546593,threshold,Threshold-Fixed-64,outputs/stage7/figures/0148_GQA_11546593_threshold_sparsevlm_style.png,2380112.jpg,data/kaggle_datasets/GQA/images/2380112.jpg,Is the person to the right of the people wearing a helmet?,yes,Yes,66,66,26,26,14,14,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
149,GQA_022324,gqa,022324,sparse,SparseVLM-Original-64,outputs/stage7/figures/0149_GQA_022324_sparse_sparsevlm_style.png,2318349.jpg,data/kaggle_datasets/GQA/images/2318349.jpg,On which side of the picture is the leather bag?,right,Left,66,66,29,29,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
149,GQA_022324,gqa,022324,ours,Ours-64,outputs/stage7/figures/0149_GQA_022324_ours_sparsevlm_style.png,2318349.jpg,data/kaggle_datasets/GQA/images/2318349.jpg,On which side of the picture is the leather bag?,right,Right,66,66,28,28,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
149,GQA_022324,gqa,022324,threshold,Threshold-Fixed-64,outputs/stage7/figures/0149_GQA_022324_threshold_sparsevlm_style.png,2318349.jpg,data/kaggle_datasets/GQA/images/2318349.jpg,On which side of the picture is the leather bag?,right,Right,66,66,29,29,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
150,GQA_08161588,gqa,08161588,sparse,SparseVLM-Original-64,outputs/stage7/figures/0150_GQA_08161588_sparse_sparsevlm_style.png,2361664.jpg,data/kaggle_datasets/GQA/images/2361664.jpg,Which side of the picture is the umbrella on?,right,Left,66,66,27,27,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
150,GQA_08161588,gqa,08161588,ours,Ours-64,outputs/stage7/figures/0150_GQA_08161588_ours_sparsevlm_style.png,2361664.jpg,data/kaggle_datasets/GQA/images/2361664.jpg,Which side of the picture is the umbrella on?,right,Right,66,66,28,28,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
150,GQA_08161588,gqa,08161588,threshold,Threshold-Fixed-64,outputs/stage7/figures/0150_GQA_08161588_threshold_sparsevlm_style.png,2361664.jpg,data/kaggle_datasets/GQA/images/2361664.jpg,Which side of the picture is the umbrella on?,right,Right,66,66,29,29,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
151,GQA_0984602,gqa,0984602,sparse,SparseVLM-Original-64,outputs/stage7/figures/0151_GQA_0984602_sparse_sparsevlm_style.png,2350369.jpg,data/kaggle_datasets/GQA/images/2350369.jpg,What is in the bowl made of metal?,broccoli,Food,66,66,27,27,17,17,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
151,GQA_0984602,gqa,0984602,ours,Ours-64,outputs/stage7/figures/0151_GQA_0984602_ours_sparsevlm_style.png,2350369.jpg,data/kaggle_datasets/GQA/images/2350369.jpg,What is in the bowl made of metal?,broccoli,Broccoli,66,66,25,25,15,15,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
151,GQA_0984602,gqa,0984602,threshold,Threshold-Fixed-64,outputs/stage7/figures/0151_GQA_0984602_threshold_sparsevlm_style.png,2350369.jpg,data/kaggle_datasets/GQA/images/2350369.jpg,What is in the bowl made of metal?,broccoli,Broccoli,66,66,27,27,14,14,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
155,GQA_08830310,gqa,08830310,sparse,SparseVLM-Original-64,outputs/stage7/figures/0155_GQA_08830310_sparse_sparsevlm_style.png,2354268.jpg,data/kaggle_datasets/GQA/images/2354268.jpg,Is the car to the left or to the right of the person in the middle of the photo?,left,Right,66,66,26,26,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
155,GQA_08830310,gqa,08830310,ours,Ours-64,outputs/stage7/figures/0155_GQA_08830310_ours_sparsevlm_style.png,2354268.jpg,data/kaggle_datasets/GQA/images/2354268.jpg,Is the car to the left or to the right of the person in the middle of the photo?,left,Left,66,66,26,26,15,15,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
155,GQA_08830310,gqa,08830310,threshold,Threshold-Fixed-64,outputs/stage7/figures/0155_GQA_08830310_threshold_sparsevlm_style.png,2354268.jpg,data/kaggle_datasets/GQA/images/2354268.jpg,Is the car to the left or to the right of the person in the middle of the photo?,left,Left,66,66,26,26,14,14,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
160,GQA_03177807,gqa,03177807,sparse,SparseVLM-Original-64,outputs/stage7/figures/0160_GQA_03177807_sparse_sparsevlm_style.png,2413296.jpg,data/kaggle_datasets/GQA/images/2413296.jpg,What animal is eating the cake?,dog,Cat,66,66,26,26,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
160,GQA_03177807,gqa,03177807,ours,Ours-64,outputs/stage7/figures/0160_GQA_03177807_ours_sparsevlm_style.png,2413296.jpg,data/kaggle_datasets/GQA/images/2413296.jpg,What animal is eating the cake?,dog,Dog,66,66,23,23,14,14,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
160,GQA_03177807,gqa,03177807,threshold,Threshold-Fixed-64,outputs/stage7/figures/0160_GQA_03177807_threshold_sparsevlm_style.png,2413296.jpg,data/kaggle_datasets/GQA/images/2413296.jpg,What animal is eating the cake?,dog,Dog,66,66,26,26,15,15,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
162,GQA_1390641,gqa,1390641,sparse,SparseVLM-Original-64,outputs/stage7/figures/0162_GQA_1390641_sparse_sparsevlm_style.png,2335723.jpg,data/kaggle_datasets/GQA/images/2335723.jpg,What vehicle is it?,truck,Car,66,66,27,27,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
162,GQA_1390641,gqa,1390641,ours,Ours-64,outputs/stage7/figures/0162_GQA_1390641_ours_sparsevlm_style.png,2335723.jpg,data/kaggle_datasets/GQA/images/2335723.jpg,What vehicle is it?,truck,Truck,66,66,23,23,14,14,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
162,GQA_1390641,gqa,1390641,threshold,Threshold-Fixed-64,outputs/stage7/figures/0162_GQA_1390641_threshold_sparsevlm_style.png,2335723.jpg,data/kaggle_datasets/GQA/images/2335723.jpg,What vehicle is it?,truck,Truck,66,66,25,25,14,14,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
165,GQA_02594994,gqa,02594994,sparse,SparseVLM-Original-64,outputs/stage7/figures/0165_GQA_02594994_sparse_sparsevlm_style.png,2364312.jpg,data/kaggle_datasets/GQA/images/2364312.jpg,Does the sweatshirt look black?,no,Yes,66,66,21,21,11,11,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
165,GQA_02594994,gqa,02594994,ours,Ours-64,outputs/stage7/figures/0165_GQA_02594994_ours_sparsevlm_style.png,2364312.jpg,data/kaggle_datasets/GQA/images/2364312.jpg,Does the sweatshirt look black?,no,No,66,66,25,25,14,14,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
165,GQA_02594994,gqa,02594994,threshold,Threshold-Fixed-64,outputs/stage7/figures/0165_GQA_02594994_threshold_sparsevlm_style.png,2364312.jpg,data/kaggle_datasets/GQA/images/2364312.jpg,Does the sweatshirt look black?,no,No,66,66,26,26,12,12,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
169,GQA_11412675,gqa,11412675,sparse,SparseVLM-Original-64,outputs/stage7/figures/0169_GQA_11412675_sparse_sparsevlm_style.png,2385341.jpg,data/kaggle_datasets/GQA/images/2385341.jpg,What is the brown animal doing?,jumping,Playing frisbee,66,66,30,30,17,17,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
169,GQA_11412675,gqa,11412675,ours,Ours-64,outputs/stage7/figures/0169_GQA_11412675_ours_sparsevlm_style.png,2385341.jpg,data/kaggle_datasets/GQA/images/2385341.jpg,What is the brown animal doing?,jumping,Jumping,66,66,29,29,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
169,GQA_11412675,gqa,11412675,threshold,Threshold-Fixed-64,outputs/stage7/figures/0169_GQA_11412675_threshold_sparsevlm_style.png,2385341.jpg,data/kaggle_datasets/GQA/images/2385341.jpg,What is the brown animal doing?,jumping,Jumping,66,66,29,29,17,17,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
175,GQA_09446084,gqa,09446084,sparse,SparseVLM-Original-64,outputs/stage7/figures/0175_GQA_09446084_sparse_sparsevlm_style.png,2333492.jpg,data/kaggle_datasets/GQA/images/2333492.jpg,Is the person that is pointing wearing a necktie?,yes,No,66,66,26,26,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
175,GQA_09446084,gqa,09446084,ours,Ours-64,outputs/stage7/figures/0175_GQA_09446084_ours_sparsevlm_style.png,2333492.jpg,data/kaggle_datasets/GQA/images/2333492.jpg,Is the person that is pointing wearing a necktie?,yes,Yes,66,66,27,27,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
175,GQA_09446084,gqa,09446084,threshold,Threshold-Fixed-64,outputs/stage7/figures/0175_GQA_09446084_threshold_sparsevlm_style.png,2333492.jpg,data/kaggle_datasets/GQA/images/2333492.jpg,Is the person that is pointing wearing a necktie?,yes,Yes,66,66,24,24,13,13,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
182,GQA_13108425,gqa,13108425,sparse,SparseVLM-Original-64,outputs/stage7/figures/0182_GQA_13108425_sparse_sparsevlm_style.png,2334458.jpg,data/kaggle_datasets/GQA/images/2334458.jpg,"On which side are the papers, the left or the right?",right,Left,66,66,27,27,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
182,GQA_13108425,gqa,13108425,ours,Ours-64,outputs/stage7/figures/0182_GQA_13108425_ours_sparsevlm_style.png,2334458.jpg,data/kaggle_datasets/GQA/images/2334458.jpg,"On which side are the papers, the left or the right?",right,Right,66,66,27,27,15,15,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
182,GQA_13108425,gqa,13108425,threshold,Threshold-Fixed-64,outputs/stage7/figures/0182_GQA_13108425_threshold_sparsevlm_style.png,2334458.jpg,data/kaggle_datasets/GQA/images/2334458.jpg,"On which side are the papers, the left or the right?",right,Right,66,66,27,27,16,16,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
186,GQA_10560337,gqa,10560337,sparse,SparseVLM-Original-64,outputs/stage7/figures/0186_GQA_10560337_sparse_sparsevlm_style.png,2354917.jpg,data/kaggle_datasets/GQA/images/2354917.jpg,What is on the shelf?,glasses,Bottles,66,66,30,30,17,17,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
186,GQA_10560337,gqa,10560337,ours,Ours-64,outputs/stage7/figures/0186_GQA_10560337_ours_sparsevlm_style.png,2354917.jpg,data/kaggle_datasets/GQA/images/2354917.jpg,What is on the shelf?,glasses,Glasses,66,66,29,29,17,17,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
186,GQA_10560337,gqa,10560337,threshold,Threshold-Fixed-64,outputs/stage7/figures/0186_GQA_10560337_threshold_sparsevlm_style.png,2354917.jpg,data/kaggle_datasets/GQA/images/2354917.jpg,What is on the shelf?,glasses,Glasses,66,66,30,30,17,17,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
189,GQA_09964744,gqa,09964744,sparse,SparseVLM-Original-64,outputs/stage7/figures/0189_GQA_09964744_sparse_sparsevlm_style.png,2414646.jpg,data/kaggle_datasets/GQA/images/2414646.jpg,Is the clock in the bottom part or in the top of the photo?,top,Bottom,66,66,29,29,15,15,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
189,GQA_09964744,gqa,09964744,ours,Ours-64,outputs/stage7/figures/0189_GQA_09964744_ours_sparsevlm_style.png,2414646.jpg,data/kaggle_datasets/GQA/images/2414646.jpg,Is the clock in the bottom part or in the top of the photo?,top,Top,66,66,27,27,15,15,SparseVLM-paper-style faded mask using explicit retained original-patch indices from layer_token_stats; merged/recycled tokens are not shown.
