expanded_case_id,dataset,question_id,case_group,sparse_raw_selected_patch_index_count,sparse_unique_patch_count,sparse_duplicate_patch_index_count,sparse_bbox,sparse_spatial_spread_mean_grid_distance,ours_raw_selected_patch_index_count,ours_unique_patch_count,ours_duplicate_patch_index_count,ours_bbox,ours_spatial_spread_mean_grid_distance,threshold_raw_selected_patch_index_count,threshold_unique_patch_count,threshold_duplicate_patch_index_count,threshold_bbox,threshold_spatial_spread_mean_grid_distance,sparse_ours_unique_overlap_count,sparse_ours_unique_jaccard,sparse_threshold_unique_overlap_count,sparse_threshold_unique_jaccard,ours_threshold_unique_overlap_count,ours_threshold_unique_jaccard
GQA_16740814,gqa,16740814,ours_only_recovery,15,15,0,rows=2-23;cols=7-21,6.425,14,14,0,rows=4-23;cols=1-20,8.067,16,16,0,rows=7-23;cols=5-23,6.914,9,0.450000,5,0.192308,8,0.363636
GQA_01707797,gqa,01707797,ours_only_recovery,15,15,0,rows=0-21;cols=0-23,10.174,17,17,0,rows=0-21;cols=1-20,8.140,15,15,0,rows=8-20;cols=0-18,8.049,10,0.454545,6,0.250000,8,0.333333
GQA_10926906,gqa,10926906,ours_only_recovery,16,16,0,rows=11-23;cols=0-22,6.433,16,16,0,rows=9-23;cols=0-23,7.265,15,15,0,rows=3-23;cols=6-17,5.432,10,0.454545,4,0.148148,5,0.192308
POPE_random_41,pope,random_41,ours_only_recovery,14,14,0,rows=0-23;cols=0-22,9.565,11,11,0,rows=0-23;cols=0-20,9.596,13,13,0,rows=0-20;cols=0-20,8.640,8,0.470588,7,0.350000,8,0.500000
GQA_19321469,gqa,19321469,ours_only_recovery,16,16,0,rows=0-23;cols=1-22,7.335,15,15,0,rows=0-23;cols=0-23,8.365,16,16,0,rows=3-20;cols=1-23,6.836,10,0.476190,7,0.280000,6,0.240000
GQA_19621613,gqa,19621613,ours_only_recovery,15,15,0,rows=2-23;cols=9-22,6.472,16,16,0,rows=2-23;cols=0-20,6.743,14,14,0,rows=3-21;cols=0-22,6.518,10,0.476190,5,0.208333,9,0.428571
GQA_08209617,gqa,08209617,ours_only_recovery,13,13,0,rows=0-23;cols=3-20,8.012,17,17,0,rows=0-23;cols=0-23,8.875,15,15,0,rows=4-23;cols=0-23,7.399,10,0.500000,5,0.217391,9,0.391304
GQA_12182738,gqa,12182738,ours_only_recovery,17,17,0,rows=10-23;cols=2-23,6.242,17,17,0,rows=7-23;cols=2-23,7.274,17,17,0,rows=7-23;cols=5-23,7.507,12,0.545455,8,0.307692,9,0.360000
GQA_09687018,gqa,09687018,ours_only_recovery,15,15,0,rows=0-23;cols=0-17,8.871,16,16,0,rows=0-23;cols=0-17,8.724,16,16,0,rows=0-23;cols=3-17,6.405,11,0.550000,6,0.240000,7,0.280000
GQA_17583135,gqa,17583135,ours_only_recovery,17,17,0,rows=0-23;cols=1-23,8.867,16,16,0,rows=4-23;cols=1-23,8.654,15,15,0,rows=4-23;cols=1-23,7.863,12,0.571429,8,0.333333,8,0.347826
POPE_adversarial_138,pope,adversarial_138,ours_only_recovery,15,15,0,rows=0-23;cols=1-20,9.934,15,15,0,rows=0-23;cols=1-19,8.308,14,14,0,rows=4-23;cols=3-23,7.477,11,0.578947,6,0.260870,8,0.380952
GQA_11192664,gqa,11192664,ours_only_recovery,13,13,0,rows=3-23;cols=1-20,8.617,14,14,0,rows=3-23;cols=0-20,9.605,16,16,0,rows=3-21;cols=1-23,8.239,10,0.588235,8,0.380952,7,0.304348
GQA_01521286,gqa,01521286,ours_only_recovery,16,16,0,rows=0-23;cols=0-20,9.564,13,13,0,rows=0-23;cols=0-20,9.034,15,15,0,rows=4-21;cols=0-23,9.042,11,0.611111,6,0.240000,6,0.272727
GQA_08235774,gqa,08235774,ours_only_recovery,14,14,0,rows=2-23;cols=0-20,8.357,15,15,0,rows=6-23;cols=4-20,7.236,13,13,0,rows=7-23;cols=0-17,6.714,11,0.611111,9,0.500000,10,0.555556
GQA_14524168,gqa,14524168,ours_only_recovery,17,17,0,rows=8-23;cols=3-22,6.838,17,17,0,rows=3-23;cols=3-22,7.631,17,17,0,rows=3-23;cols=7-23,7.039,13,0.619048,7,0.259259,7,0.259259
GQA_08965047,gqa,08965047,ours_only_recovery,15,15,0,rows=0-22;cols=0-20,7.866,16,16,0,rows=0-22;cols=0-21,8.033,16,16,0,rows=3-22;cols=0-20,5.773,13,0.722222,9,0.409091,11,0.523810
GQA_01961352,gqa,01961352,ours_only_recovery,17,17,0,rows=1-21;cols=0-23,8.013,17,17,0,rows=1-21;cols=0-23,7.904,13,13,0,rows=2-21;cols=0-17,5.908,15,0.789474,6,0.250000,8,0.363636
GQA_131059245,gqa,131059245,ours_and_threshold_recovery,15,15,0,rows=0-19;cols=1-20,8.391,14,14,0,rows=0-21;cols=0-19,7.588,17,17,0,rows=2-20;cols=4-19,6.425,5,0.208333,6,0.230769,8,0.347826
GQA_06270739,gqa,06270739,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=0-20,8.631,16,16,0,rows=0-23;cols=2-21,7.556,17,17,0,rows=6-23;cols=0-23,8.084,6,0.222222,7,0.259259,10,0.434783
GQA_07477538,gqa,07477538,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=2-22,9.119,16,16,0,rows=4-21;cols=1-23,8.280,16,16,0,rows=4-23;cols=0-23,8.396,6,0.222222,7,0.269231,7,0.280000
GQA_1014659,gqa,1014659,ours_and_threshold_recovery,17,17,0,rows=4-23;cols=0-23,8.968,16,16,0,rows=4-20;cols=0-20,7.283,17,17,0,rows=4-20;cols=0-20,7.298,6,0.222222,8,0.307692,8,0.320000
GQA_18318390,gqa,18318390,ours_and_threshold_recovery,14,14,0,rows=1-23;cols=0-23,9.800,13,13,0,rows=2-22;cols=0-22,8.247,13,13,0,rows=6-21;cols=0-23,8.070,5,0.227273,6,0.285714,5,0.238095
GQA_15667986,gqa,15667986,ours_and_threshold_recovery,16,16,0,rows=6-22;cols=0-22,7.228,16,16,0,rows=6-23;cols=0-20,7.286,17,17,0,rows=6-23;cols=2-20,6.390,6,0.230769,3,0.100000,8,0.320000
GQA_09836438,gqa,09836438,ours_and_threshold_recovery,13,13,0,rows=0-20;cols=4-23,8.083,13,13,0,rows=1-23;cols=2-23,6.426,12,12,0,rows=1-20;cols=8-17,4.771,5,0.238095,5,0.250000,6,0.315789
GQA_171054014,gqa,171054014,ours_and_threshold_recovery,16,16,0,rows=1-21;cols=1-23,8.112,15,15,0,rows=1-20;cols=2-23,7.592,14,14,0,rows=1-21;cols=6-21,6.899,6,0.240000,7,0.304348,6,0.260870
GQA_19693888,gqa,19693888,ours_and_threshold_recovery,16,16,0,rows=1-23;cols=1-18,8.284,15,15,0,rows=1-23;cols=1-19,8.171,15,15,0,rows=1-19;cols=2-18,6.714,6,0.240000,8,0.347826,10,0.500000
GQA_07250999,gqa,07250999,ours_and_threshold_recovery,17,17,0,rows=1-22;cols=1-23,8.135,13,13,0,rows=7-22;cols=6-23,6.697,15,15,0,rows=3-22;cols=2-22,6.361,6,0.250000,7,0.280000,7,0.333333
POPE_adversarial_493,pope,adversarial_493,ours_and_threshold_recovery,16,16,0,rows=0-22;cols=6-20,5.421,14,14,0,rows=0-23;cols=0-23,7.937,14,14,0,rows=0-21;cols=5-22,6.139,6,0.250000,4,0.153846,5,0.217391
POPE_popular_493,pope,popular_493,ours_and_threshold_recovery,16,16,0,rows=0-22;cols=6-20,5.421,14,14,0,rows=0-23;cols=0-23,7.937,14,14,0,rows=0-21;cols=4-22,6.526,6,0.250000,4,0.153846,5,0.217391
POPE_random_475,pope,random_475,ours_and_threshold_recovery,16,16,0,rows=0-22;cols=6-20,5.421,14,14,0,rows=0-23;cols=0-23,7.937,15,15,0,rows=0-21;cols=4-22,6.361,6,0.250000,4,0.148148,5,0.208333
GQA_07383471,gqa,07383471,ours_and_threshold_recovery,16,16,0,rows=0-17;cols=1-21,7.543,13,13,0,rows=0-21;cols=4-23,8.424,15,15,0,rows=3-21;cols=3-20,6.944,6,0.260870,6,0.240000,5,0.217391
POPE_adversarial_366,pope,adversarial_366,ours_and_threshold_recovery,13,13,0,rows=13-22;cols=0-22,6.497,16,16,0,rows=1-23;cols=0-22,8.605,15,15,0,rows=4-23;cols=3-20,8.068,6,0.260870,5,0.217391,8,0.347826
POPE_adversarial_189,pope,adversarial_189,ours_and_threshold_recovery,17,17,0,rows=2-21;cols=0-20,7.577,16,16,0,rows=8-21;cols=1-21,6.307,16,16,0,rows=8-21;cols=0-20,5.230,7,0.269231,9,0.375000,8,0.333333
POPE_popular_189,pope,popular_189,ours_and_threshold_recovery,17,17,0,rows=2-21;cols=0-20,7.577,16,16,0,rows=8-21;cols=1-21,6.307,16,16,0,rows=8-21;cols=0-20,5.230,7,0.269231,9,0.375000,8,0.333333
POPE_random_179,pope,random_179,ours_and_threshold_recovery,17,17,0,rows=2-21;cols=0-20,7.577,16,16,0,rows=8-21;cols=1-21,6.307,16,16,0,rows=8-21;cols=0-20,5.230,7,0.269231,9,0.375000,8,0.333333
GQA_11546593,gqa,11546593,ours_and_threshold_recovery,13,13,0,rows=2-23;cols=4-23,8.334,15,15,0,rows=5-23;cols=7-23,7.460,14,14,0,rows=7-23;cols=6-23,6.683,6,0.272727,7,0.350000,9,0.450000
GQA_022324,gqa,022324,ours_and_threshold_recovery,16,16,0,rows=0-20;cols=4-22,7.964,16,16,0,rows=5-23;cols=0-22,8.497,16,16,0,rows=5-20;cols=0-22,8.375,7,0.280000,5,0.185185,8,0.333333
GQA_08161588,gqa,08161588,ours_and_threshold_recovery,16,16,0,rows=2-23;cols=1-23,9.318,16,16,0,rows=8-23;cols=0-23,8.992,16,16,0,rows=8-21;cols=0-23,8.722,7,0.280000,6,0.230769,9,0.391304
GQA_0984602,gqa,0984602,ours_and_threshold_recovery,17,17,0,rows=0-21;cols=0-23,11.316,15,15,0,rows=0-22;cols=0-22,9.739,14,14,0,rows=4-22;cols=0-23,9.776,7,0.280000,4,0.148148,7,0.318182
GQA_19637969,gqa,19637969,ours_and_threshold_recovery,16,16,0,rows=1-20;cols=0-19,8.082,16,16,0,rows=1-21;cols=0-22,8.198,15,15,0,rows=3-20;cols=3-20,6.501,7,0.280000,7,0.291667,5,0.192308
GQA_09344526,gqa,09344526,ours_and_threshold_recovery,12,12,0,rows=0-23;cols=1-19,10.310,15,15,0,rows=4-23;cols=2-23,6.472,16,16,0,rows=10-23;cols=2-22,5.904,6,0.285714,5,0.217391,10,0.476190
GQA_18318004,gqa,18318004,ours_and_threshold_recovery,13,13,0,rows=2-23;cols=7-23,8.822,14,14,0,rows=6-22;cols=6-22,6.934,14,14,0,rows=6-21;cols=5-23,7.567,6,0.285714,5,0.227273,7,0.333333
GQA_08830310,gqa,08830310,ours_and_threshold_recovery,16,16,0,rows=2-23;cols=0-20,6.597,15,15,0,rows=11-23;cols=1-22,5.790,14,14,0,rows=10-22;cols=0-20,6.143,7,0.291667,9,0.428571,7,0.318182
GQA_19901970,gqa,19901970,ours_and_threshold_recovery,14,14,0,rows=0-23;cols=0-20,9.451,17,17,0,rows=0-23;cols=0-23,9.112,16,16,0,rows=5-23;cols=0-22,8.019,7,0.291667,7,0.304348,6,0.222222
POPE_adversarial_397,pope,adversarial_397,ours_and_threshold_recovery,16,16,0,rows=5-23;cols=2-22,7.444,15,15,0,rows=5-23;cols=3-21,7.366,14,14,0,rows=9-21;cols=3-22,6.408,7,0.291667,3,0.111111,4,0.160000
POPE_popular_397,pope,popular_397,ours_and_threshold_recovery,16,16,0,rows=5-23;cols=2-22,7.444,15,15,0,rows=5-23;cols=3-21,7.366,14,14,0,rows=9-21;cols=3-22,6.408,7,0.291667,3,0.111111,4,0.160000
POPE_random_379,pope,random_379,ours_and_threshold_recovery,16,16,0,rows=5-23;cols=2-22,7.444,15,15,0,rows=5-23;cols=3-21,7.366,14,14,0,rows=9-21;cols=3-22,6.408,7,0.291667,3,0.111111,4,0.160000
GQA_03177807,gqa,03177807,ours_and_threshold_recovery,16,16,0,rows=0-22;cols=1-22,8.160,14,14,0,rows=0-22;cols=1-22,8.682,15,15,0,rows=4-19;cols=1-22,6.930,7,0.304348,5,0.192308,7,0.318182
GQA_09892549,gqa,09892549,ours_and_threshold_recovery,16,16,0,rows=2-23;cols=1-23,10.191,14,14,0,rows=3-23;cols=1-21,8.207,13,13,0,rows=13-23;cols=1-20,5.383,7,0.304348,6,0.260870,7,0.350000
GQA_1390641,gqa,1390641,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=2-22,10.463,14,14,0,rows=0-23;cols=5-22,8.761,14,14,0,rows=0-23;cols=5-21,9.227,7,0.304348,6,0.250000,8,0.400000
POPE_random_143,pope,random_143,ours_and_threshold_recovery,16,16,0,rows=8-23;cols=0-22,7.463,14,14,0,rows=3-20;cols=0-22,8.492,15,15,0,rows=7-20;cols=0-20,6.703,7,0.304348,7,0.291667,9,0.450000
GQA_17107885,gqa,17107885,ours_and_threshold_recovery,17,17,0,rows=0-21;cols=0-20,8.894,17,17,0,rows=0-21;cols=0-20,7.632,17,17,0,rows=6-21;cols=5-21,5.294,8,0.307692,5,0.172414,7,0.259259
GQA_02594994,gqa,02594994,ours_and_threshold_recovery,11,11,0,rows=7-23;cols=0-23,6.515,14,14,0,rows=7-23;cols=2-20,6.792,12,12,0,rows=1-21;cols=3-23,8.310,6,0.315789,5,0.277778,4,0.181818
GQA_07692728,gqa,07692728,ours_and_threshold_recovery,15,15,0,rows=6-23;cols=0-20,7.117,14,14,0,rows=4-22;cols=0-22,8.183,15,15,0,rows=3-21;cols=4-23,7.094,7,0.318182,5,0.200000,6,0.260870
GQA_08686991,gqa,08686991,ours_and_threshold_recovery,15,15,0,rows=0-21;cols=3-20,7.454,14,14,0,rows=5-21;cols=1-23,8.079,17,17,0,rows=5-21;cols=4-23,6.490,7,0.318182,7,0.280000,8,0.347826
GQA_00147541,gqa,00147541,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=2-22,7.962,16,16,0,rows=0-23;cols=0-22,10.032,16,16,0,rows=0-23;cols=0-23,8.340,8,0.320000,5,0.178571,7,0.280000
GQA_11412675,gqa,11412675,ours_and_threshold_recovery,17,17,0,rows=1-23;cols=1-22,7.232,16,16,0,rows=1-20;cols=0-23,8.063,17,17,0,rows=1-23;cols=3-23,8.482,8,0.320000,6,0.214286,8,0.320000
GQA_1219501,gqa,1219501,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=0-20,9.676,16,16,0,rows=0-23;cols=0-22,9.322,17,17,0,rows=4-23;cols=0-19,8.125,8,0.320000,8,0.307692,10,0.434783
GQA_12994777,gqa,12994777,ours_and_threshold_recovery,17,17,0,rows=1-23;cols=0-23,7.844,16,16,0,rows=1-23;cols=0-19,7.231,17,17,0,rows=6-23;cols=0-19,5.758,8,0.320000,5,0.172414,7,0.269231
GQA_01843170,gqa,01843170,ours_and_threshold_recovery,14,14,0,rows=2-23;cols=4-18,8.297,14,14,0,rows=3-23;cols=4-22,7.249,15,15,0,rows=3-21;cols=4-22,7.507,7,0.333333,6,0.260870,8,0.380952
GQA_06225385,gqa,06225385,ours_and_threshold_recovery,14,14,0,rows=0-23;cols=3-23,7.605,14,14,0,rows=8-21;cols=1-23,6.896,15,15,0,rows=7-20;cols=1-15,5.344,7,0.333333,6,0.260870,7,0.318182
GQA_064376,gqa,064376,ours_and_threshold_recovery,15,15,0,rows=1-23;cols=0-22,9.195,13,13,0,rows=3-23;cols=4-22,7.501,13,13,0,rows=9-22;cols=1-23,6.716,7,0.333333,2,0.076923,2,0.083333
GQA_09446084,gqa,09446084,ours_and_threshold_recovery,16,16,0,rows=1-22;cols=1-22,7.973,16,16,0,rows=1-21;cols=1-22,6.567,13,13,0,rows=9-21;cols=5-22,4.869,8,0.333333,7,0.318182,4,0.160000
GQA_12755296,gqa,12755296,ours_and_threshold_recovery,17,17,0,rows=1-23;cols=2-21,7.119,15,15,0,rows=6-23;cols=0-23,7.029,17,17,0,rows=2-21;cols=0-23,9.180,8,0.333333,7,0.259259,7,0.280000
GQA_13515589,gqa,13515589,ours_and_threshold_recovery,16,16,0,rows=2-23;cols=7-23,7.254,16,16,0,rows=4-23;cols=2-23,7.413,17,17,0,rows=3-23;cols=2-23,7.198,8,0.333333,8,0.320000,9,0.375000
POPE_adversarial_243,pope,adversarial_243,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=1-23,7.848,17,17,0,rows=0-23;cols=0-18,6.562,16,16,0,rows=6-23;cols=0-23,7.146,8,0.333333,4,0.148148,4,0.137931
POPE_popular_243,pope,popular_243,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=1-23,7.848,17,17,0,rows=0-23;cols=0-18,6.562,16,16,0,rows=6-23;cols=0-23,7.146,8,0.333333,4,0.148148,4,0.137931
POPE_random_231,pope,random_231,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=1-23,7.848,17,17,0,rows=0-23;cols=0-18,6.562,16,16,0,rows=6-23;cols=0-23,7.146,8,0.333333,4,0.148148,4,0.137931
GQA_11354268,gqa,11354268,ours_and_threshold_recovery,15,15,0,rows=2-23;cols=0-20,8.568,16,16,0,rows=3-23;cols=1-21,7.796,17,17,0,rows=3-21;cols=0-21,7.201,8,0.347826,9,0.391304,10,0.434783
GQA_13108425,gqa,13108425,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=0-22,8.462,15,15,0,rows=0-23;cols=0-23,8.668,16,16,0,rows=8-20;cols=3-23,7.062,8,0.347826,8,0.333333,6,0.240000
GQA_1583853,gqa,1583853,ours_and_threshold_recovery,16,16,0,rows=1-22;cols=1-22,7.305,15,15,0,rows=6-23;cols=1-22,7.519,15,15,0,rows=5-19;cols=1-17,5.389,8,0.347826,4,0.148148,6,0.250000
GQA_18544187,gqa,18544187,ours_and_threshold_recovery,15,15,0,rows=4-23;cols=0-22,8.735,16,16,0,rows=4-23;cols=0-21,6.781,17,17,0,rows=4-23;cols=0-22,7.680,8,0.347826,9,0.391304,8,0.320000
GQA_01423258,gqa,01423258,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=0-19,6.351,17,17,0,rows=0-23;cols=0-22,7.763,17,17,0,rows=4-23;cols=2-22,7.216,9,0.360000,7,0.259259,10,0.416667
GQA_10560337,gqa,10560337,ours_and_threshold_recovery,17,17,0,rows=7-23;cols=0-23,7.501,17,17,0,rows=5-23;cols=4-23,7.539,17,17,0,rows=7-23;cols=0-23,7.007,9,0.360000,8,0.307692,10,0.416667
GQA_01642323,gqa,01642323,ours_and_threshold_recovery,15,15,0,rows=2-23;cols=0-20,8.740,15,15,0,rows=6-23;cols=0-23,8.886,17,17,0,rows=6-23;cols=1-23,8.517,8,0.363636,7,0.280000,12,0.600000
GQA_05965669,gqa,05965669,ours_and_threshold_recovery,15,15,0,rows=0-22;cols=3-22,9.312,15,15,0,rows=0-21;cols=3-20,7.930,16,16,0,rows=0-21;cols=0-20,8.557,8,0.363636,6,0.240000,9,0.409091
GQA_09964744,gqa,09964744,ours_and_threshold_recovery,15,15,0,rows=2-23;cols=1-22,8.596,15,15,0,rows=2-23;cols=3-23,8.647,12,12,0,rows=6-22;cols=3-21,8.161,8,0.363636,5,0.227273,7,0.350000
GQA_09964907,gqa,09964907,ours_and_threshold_recovery,15,15,0,rows=2-23;cols=1-22,8.790,15,15,0,rows=2-23;cols=3-22,8.379,16,16,0,rows=6-22;cols=1-23,7.855,8,0.363636,5,0.192308,7,0.291667
GQA_12284351,gqa,12284351,ours_and_threshold_recovery,16,16,0,rows=1-21;cols=0-22,8.292,14,14,0,rows=1-23;cols=0-22,8.803,16,16,0,rows=1-22;cols=1-19,7.937,8,0.363636,4,0.142857,7,0.304348
GQA_13376836,gqa,13376836,ours_and_threshold_recovery,14,14,0,rows=2-23;cols=1-20,8.938,16,16,0,rows=2-23;cols=3-20,7.652,15,15,0,rows=8-21;cols=1-20,6.827,8,0.363636,6,0.260870,7,0.291667
GQA_13918084,gqa,13918084,ours_and_threshold_recovery,14,14,0,rows=0-22;cols=2-20,9.630,16,16,0,rows=0-22;cols=0-20,8.266,15,15,0,rows=0-21;cols=1-20,8.018,8,0.363636,6,0.260870,10,0.476190
GQA_14889532,gqa,14889532,ours_and_threshold_recovery,15,15,0,rows=0-21;cols=5-20,7.529,15,15,0,rows=0-20;cols=6-19,7.092,16,16,0,rows=2-21;cols=0-19,7.291,8,0.363636,10,0.476190,9,0.409091
GQA_02662320,gqa,02662320,ours_and_threshold_recovery,17,17,0,rows=1-20;cols=0-23,6.906,16,16,0,rows=1-22;cols=0-16,6.950,16,16,0,rows=7-23;cols=0-20,6.701,9,0.375000,5,0.178571,7,0.280000
GQA_05425412,gqa,05425412,ours_and_threshold_recovery,17,17,0,rows=0-21;cols=0-23,8.297,16,16,0,rows=0-22;cols=2-23,9.050,17,17,0,rows=2-20;cols=0-23,7.498,9,0.375000,8,0.307692,7,0.269231
GQA_07613830,gqa,07613830,ours_and_threshold_recovery,17,17,0,rows=0-19;cols=1-23,6.942,16,16,0,rows=0-19;cols=4-23,7.239,17,17,0,rows=3-19;cols=2-23,6.998,9,0.375000,9,0.360000,8,0.320000
GQA_08258647,gqa,08258647,ours_and_threshold_recovery,17,17,0,rows=2-21;cols=6-19,6.998,16,16,0,rows=2-23;cols=6-19,6.711,17,17,0,rows=4-21;cols=6-18,5.935,9,0.375000,8,0.307692,7,0.269231
GQA_1067200,gqa,1067200,ours_and_threshold_recovery,17,17,0,rows=0-22;cols=2-20,7.394,16,16,0,rows=4-22;cols=0-23,7.933,17,17,0,rows=3-20;cols=0-23,7.158,9,0.375000,6,0.214286,7,0.269231
GQA_16319797,gqa,16319797,ours_and_threshold_recovery,16,16,0,rows=4-23;cols=3-20,7.073,17,17,0,rows=2-23;cols=2-20,7.732,16,16,0,rows=2-23;cols=2-20,6.494,9,0.375000,7,0.280000,9,0.375000
GQA_16806755,gqa,16806755,ours_and_threshold_recovery,16,16,0,rows=2-17;cols=0-23,6.354,17,17,0,rows=2-23;cols=0-23,7.542,16,16,0,rows=2-23;cols=6-23,5.511,9,0.375000,6,0.230769,8,0.320000
GQA_16862661,gqa,16862661,ours_and_threshold_recovery,17,17,0,rows=0-21;cols=2-20,5.824,16,16,0,rows=4-21;cols=2-23,6.027,16,16,0,rows=5-21;cols=2-23,5.783,9,0.375000,4,0.137931,7,0.280000
GQA_17866760,gqa,17866760,ours_and_threshold_recovery,17,17,0,rows=0-22;cols=0-23,8.429,16,16,0,rows=0-23;cols=0-23,8.607,17,17,0,rows=10-23;cols=0-23,6.453,9,0.375000,5,0.172414,5,0.178571
GQA_19225511,gqa,19225511,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=2-23,8.698,17,17,0,rows=7-23;cols=1-23,7.647,17,17,0,rows=5-23;cols=0-23,7.783,9,0.375000,7,0.269231,9,0.360000
POPE_popular_198,pope,popular_198,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=1-22,9.299,16,16,0,rows=0-23;cols=5-21,8.412,15,15,0,rows=6-23;cols=0-21,7.618,9,0.375000,7,0.280000,7,0.291667
GQA_07125985,gqa,07125985,ours_and_threshold_recovery,14,14,0,rows=1-23;cols=5-23,8.294,15,15,0,rows=1-23;cols=0-23,8.540,16,16,0,rows=1-23;cols=0-23,8.284,8,0.380952,6,0.250000,6,0.240000
GQA_07733683,gqa,07733683,ours_and_threshold_recovery,15,15,0,rows=2-23;cols=0-23,8.043,14,14,0,rows=8-23;cols=0-23,8.122,12,12,0,rows=7-23;cols=0-20,7.386,8,0.380952,5,0.227273,7,0.368421
GQA_13432895,gqa,13432895,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=0-20,9.110,14,14,0,rows=0-23;cols=0-21,9.261,16,16,0,rows=5-22;cols=0-23,9.328,8,0.380952,6,0.240000,8,0.363636
GQA_15315769,gqa,15315769,ours_and_threshold_recovery,13,13,0,rows=1-19;cols=4-16,6.955,16,16,0,rows=1-23;cols=2-16,7.811,17,17,0,rows=1-19;cols=2-18,6.299,8,0.380952,7,0.304348,8,0.320000
GQA_17272591,gqa,17272591,ours_and_threshold_recovery,14,14,0,rows=2-22;cols=1-22,7.984,15,15,0,rows=2-23;cols=1-22,8.304,16,16,0,rows=7-23;cols=3-20,6.613,8,0.380952,5,0.200000,7,0.291667
GQA_09180087,gqa,09180087,ours_and_threshold_recovery,13,13,0,rows=1-23;cols=1-22,7.568,12,12,0,rows=1-23;cols=5-22,7.486,11,11,0,rows=0-23;cols=1-22,7.981,7,0.388889,5,0.263158,4,0.210526
GQA_021025835,gqa,021025835,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=4-22,9.075,17,17,0,rows=0-20;cols=4-23,8.127,16,16,0,rows=3-20;cols=5-23,7.199,9,0.391304,5,0.192308,8,0.320000
GQA_031028553,gqa,031028553,ours_and_threshold_recovery,16,16,0,rows=1-23;cols=1-23,10.112,16,16,0,rows=1-22;cols=1-23,8.922,17,17,0,rows=6-22;cols=1-23,6.740,9,0.391304,5,0.178571,10,0.434783
GQA_051058619,gqa,051058619,ours_and_threshold_recovery,17,17,0,rows=0-22;cols=1-21,8.495,15,15,0,rows=0-22;cols=1-21,7.163,15,15,0,rows=2-19;cols=2-15,5.568,9,0.391304,8,0.333333,8,0.363636
GQA_12252856,gqa,12252856,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=0-20,8.716,15,15,0,rows=2-23;cols=0-20,8.207,17,17,0,rows=2-23;cols=4-21,7.181,9,0.391304,10,0.416667,10,0.454545
GQA_13555923,gqa,13555923,ours_and_threshold_recovery,17,17,0,rows=0-21;cols=4-23,8.697,15,15,0,rows=0-21;cols=0-23,8.703,17,17,0,rows=4-23;cols=0-23,7.143,9,0.391304,7,0.259259,8,0.333333
GQA_0778748,gqa,0778748,ours_and_threshold_recovery,12,12,0,rows=2-21;cols=1-23,8.422,16,16,0,rows=2-21;cols=1-23,7.845,10,10,0,rows=2-21;cols=5-23,7.364,8,0.400000,5,0.294118,9,0.529412
GQA_00882837,gqa,00882837,ours_and_threshold_recovery,16,16,0,rows=0-22;cols=0-23,9.570,15,15,0,rows=0-22;cols=0-21,8.686,16,16,0,rows=0-20;cols=0-21,7.142,9,0.409091,8,0.333333,9,0.409091
GQA_02395704,gqa,02395704,ours_and_threshold_recovery,15,15,0,rows=1-22;cols=1-22,7.440,16,16,0,rows=1-23;cols=1-22,6.613,13,13,0,rows=1-20;cols=1-19,5.434,9,0.409091,8,0.400000,7,0.318182
GQA_05282496,gqa,05282496,ours_and_threshold_recovery,15,15,0,rows=2-21;cols=3-23,8.336,16,16,0,rows=2-21;cols=3-23,7.345,15,15,0,rows=3-21;cols=6-23,6.020,9,0.409091,7,0.304348,11,0.550000
GQA_06699178,gqa,06699178,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=5-20,7.401,16,16,0,rows=0-23;cols=0-22,7.497,16,16,0,rows=3-23;cols=1-22,7.242,9,0.409091,7,0.291667,10,0.454545
GQA_10595290,gqa,10595290,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=0-23,9.221,15,15,0,rows=0-23;cols=2-23,8.427,15,15,0,rows=2-23;cols=1-23,8.758,9,0.409091,5,0.192308,7,0.304348
GQA_12171228,gqa,12171228,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=1-22,7.744,16,16,0,rows=0-23;cols=0-22,7.186,14,14,0,rows=8-23;cols=0-22,6.853,9,0.409091,7,0.318182,7,0.304348
GQA_12278128,gqa,12278128,ours_and_threshold_recovery,15,15,0,rows=1-22;cols=0-22,9.511,16,16,0,rows=0-22;cols=3-22,8.691,15,15,0,rows=0-17;cols=3-20,6.895,9,0.409091,5,0.200000,7,0.291667
